팀,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효 슈팅,차단된슈팅,벗어난슈팅,PA내 슈팅,PA외 슈팅,오프사이드,프리킥,코너킥,스로인,드리블성공률,패스성공률,키패스,전방패스성공률,후방패스성공률,횡패스성공률,공격지역패스성공률,수비지역패스성공률,중앙지역패스성공률,롱패스성공률,중거리패스성공률,숏패스성공률,크로스성공률,탈압박,경합지상성공률,경합공중성공률,대클성공률,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장
부산,이동준,MF,11,1418,5,4,22,9,5,8,18,4,3,2,0,12,35.7,68.6,15,0,89.4,61.3,61,76.2,76.4,44,68.8,71.9,15.9,0,41.1,13.7,50,5,21,45,55,2,14,26,45,3,0
부산,호물로,MF,10,2194,3,4,36,10,14,12,9,27,0,102,74,6,36.4,76.9,37,0,97.6,83.4,57.4,74.6,86.4,56.2,81.6,83.4,25.2,1,43.8,18.8,0,21,26,77,194,12,9,31,49,2,0
부산,권용현,FW,13,76,0,0,1,0,0,1,1,0,0,0,0,1,0,80.8,0,0,100,88.9,63.6,100,92.9,0,40,90.5,0,0,33.3,0,0,0,1,2,2,0,0,1,4,0,0
부산,권혁규,FW,30,62,0,0,1,0,0,1,1,0,0,0,0,0,0,77.8,0,0,100,80,80,0,85.7,0,66.7,92.3,0,0,0,0,0,1,1,1,2,0,3,1,0,0,0
부산,김병오,FW,7,615,0,1,8,1,3,4,5,3,1,1,0,0,25,67.5,4,0,86.6,59.1,57.8,66.7,78.9,48,70.7,70.9,23.8,1,28.6,17.1,60,3,6,20,33,1,6,17,22,2,0
부산,김승준,FW,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3,1,0,83.3,100,83.3,100,80,100,50,88.9,0,0,50,50,0,0,1,0,1,0,0,0,0,0,0
부산,김현,FW,13,154,0,0,5,1,1,3,4,1,1,0,0,0,0,66.7,0,0,100,75,57.1,100,68.2,0,50,76.2,0,0,50,87.5,50,1,1,5,6,0,2,1,3,0,0
부산,빈치씽코,FW,9,370,0,0,5,0,1,4,5,0,2,0,0,1,0,56,1,0,100,66.7,52.6,0,58.1,50,40,64.1,33.3,0,75,437.5,75,5,2,6,12,0,4,6,7,1,0
부산,이동준,FW,11,1017,0,0,14,3,2,9,12,2,5,0,0,7,11.1,70.3,12,0,92.9,67,58.9,68.8,88.4,40,51,80.2,18.5,0,26.8,24.4,50,4,11,30,43,0,10,20,31,4,0
부산,이상준,FW,26,224,0,0,1,0,1,0,0,1,0,1,0,3,0,63.9,2,0,100,52,41.9,57.1,85.3,37.5,66.7,67.3,0,0,44.4,33.3,20,1,2,12,11,0,4,6,5,0,0
부산,이정협,FW,18,1752,6,2,27,18,4,5,23,4,10,0,0,1,0,68.8,12,0,87.6,62.6,66.9,73.9,69.7,69.6,67.6,69.1,27.3,1,19.4,154.8,33.3,12,8,10,35,1,9,15,27,0,0
부산,정성민,FW,20,72,0,0,1,0,1,0,1,0,0,0,0,0,0,80,1,0,80,100,66.7,0,100,0,0,80,0,0,0,200,0,2,0,1,2,0,1,3,1,0,0
부산,강민수,대기,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,92.3,0,0,100,100,0,100,90.9,0,100,100,0,0,66.7,66.7,0,4,1,4,0,0,0,1,0,0,0
부산,권용현,대기,13,61,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,0,100,100,100,0,100,0,100,100,0,0,0,0,0,0,0,1,2,0,0,2,1,1,0
부산,권혁규,대기,30,50,0,0,1,0,0,1,1,0,0,1,0,0,0,82.6,0,0,100,90,75,100,84.6,0,100,83.3,0,0,66.7,0,0,0,1,2,5,0,0,3,1,0,0
부산,김동우,대기,6,78,0,0,0,0,0,0,0,0,0,0,0,0,0,90.5,0,0,100,100,0,77.8,100,66.7,100,100,100,0,0,100,0,5,1,2,2,0,0,0,0,0,0
부산,김명준,대기,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
부산,김문환,대기,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,김병오,대기,7,354,0,0,8,2,2,4,6,2,2,0,0,5,28.6,69.9,1,0,91.9,56.5,57.6,100,83.3,50,64.7,78.2,6.7,0,42.9,35.7,50,2,2,9,21,0,4,2,5,0,0
부산,김승준,대기,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,92.3,1,0,100,100,100,100,66.7,0,100,90,0,0,100,0,0,0,2,1,4,0,0,2,1,0,0
부산,김정현,대기,14,62,1,0,2,1,1,0,2,0,0,0,0,0,0,93.9,1,0,90,100,83.3,85.7,97.2,100,100,90,0,0,100,66.7,0,2,4,4,3,0,0,0,1,0,0
부산,김정호,대기,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,김진규,대기,23,155,1,2,5,1,3,1,1,4,1,0,1,1,50,76.7,2,0,100,76.2,65.2,71.4,86.7,80,77.8,75.7,25,0,12.5,12.5,50,2,1,4,12,2,0,4,0,0,0
부산,김현,대기,13,156,1,0,4,2,1,1,4,0,0,0,0,0,0,66.7,0,0,85.7,70,63.6,100,66.7,0,57.1,70.6,0,0,0,125,0,1,1,4,3,0,2,3,0,0,0
부산,김호준,대기,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,도스톤벡,대기,5,39,0,0,0,0,0,0,0,0,0,1,0,1,0,92.3,0,0,100,100,100,100,87.5,50,100,100,0,0,50,200,0,1,0,4,1,0,0,0,1,0,0
부산,박경민,대기,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,박관우,대기,32,132,0,0,3,0,0,3,3,0,0,0,0,0,0,63.9,0,0,100,60,72.2,40,61.5,66.7,63.6,63.6,0,1,50,50,0,0,2,4,7,0,1,2,1,0,0
부산,박종우,대기,8,43,0,0,0,0,0,0,0,0,0,0,2,0,0,50,0,0,66.7,87.5,33.3,75,46.2,57.1,55.6,25,33.3,0,100,50,25,1,0,2,4,0,0,2,0,0,0
부산,박준강,대기,3,138,0,0,1,0,0,1,0,1,0,0,0,12,0,80.7,4,0,100,73.7,73.7,83.3,84.6,37.5,81.2,90.9,40,0,37.5,37.5,66.7,5,2,6,10,2,3,4,0,2,0
부산,박호영,대기,35,77,0,0,1,0,0,1,1,0,0,0,0,0,0,35.3,0,0,66.7,50,27.3,0,50,100,50,28.6,0,0,33.3,200,0,0,1,2,1,0,0,3,2,0,0
부산,빈치씽코,대기,9,203,0,0,6,3,0,3,6,0,0,0,0,0,0,55.1,2,0,90,72.2,54.8,0,55.6,60,45.5,57.6,0,0,66.7,600,0,6,1,5,4,1,1,6,4,1,0
부산,성호영,대기,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,윤석영,대기,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,100,100,100,0,100,100,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
부산,이규성,대기,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,이래준,대기,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,이상준,대기,26,59,0,0,1,1,0,0,0,1,1,0,0,5,0,72.7,0,0,100,66.7,58.3,88.9,75,25,66.7,82.6,0,0,50,150,0,1,1,2,4,1,1,1,1,0,0
부산,이정협,대기,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7,0,0,80,0,57.1,0,100,0,100,62.5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
부산,이지민,대기,19,23,0,0,0,0,0,0,0,0,0,1,0,2,0,71.4,0,0,0,100,66.7,100,50,0,75,66.7,0,0,100,100,0,1,0,1,0,1,1,0,0,0,0
부산,이지승,대기,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
부산,정성민,대기,20,53,0,0,0,0,0,0,0,0,1,0,0,0,0,75,0,0,0,75,100,0,33.3,0,100,71.4,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0
부산,최필수,대기,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,한지호,대기,22,75,0,0,1,0,0,1,0,1,0,1,0,0,0,59.1,0,0,100,50,62.5,0,61.5,66.7,33.3,62.5,33.3,0,0,150,0,0,0,2,2,0,0,0,1,0,0
부산,헤이스,대기,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
부산,호물로,대기,10,80,1,0,2,2,0,0,1,1,0,0,5,0,0,65.7,0,0,80,64.7,41.7,62.5,86.7,28.6,69.2,80,16.7,0,0,0,0,2,0,2,8,0,0,2,1,0,0
부산,황준호,대기,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성남,김영광,GK,41,2104,0,0,0,0,0,0,0,0,0,58,0,0,0,64.8,0,0,0,99.4,0,64.9,50,37.1,98.2,99.2,0,0,100,0,66.7,17,9,16,115,0,0,0,2,0,0
성남,김영광,GK,500,97,0,0,0,0,0,0,0,0,0,5,0,0,0,80,0,0,0,93.8,0,80,0,50,100,100,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
성남,전종혁,GK,1,384,0,0,0,0,0,0,0,0,0,15,0,0,0,66.2,0,0,0,100,0,66.2,0,44.4,97.7,100,0,0,100,0,0,2,2,3,25,0,0,0,2,0,0
성남,마상훈,DF,35,575,1,0,1,1,0,0,1,0,0,7,0,0,0,90.3,2,0,100,97.5,66.7,90.3,90.7,64.1,93.6,96.1,0,0,75,191.7,40,33,15,39,26,4,1,9,7,0,0
성남,안영규,DF,6,405,0,0,0,0,0,0,0,0,0,6,0,0,0,83.7,0,0,100,98.6,60,84,84.4,45.5,94.1,93.8,0,0,80,70,66.7,14,3,23,28,3,2,4,3,0,0
성남,연제운,DF,20,2204,0,0,8,2,0,6,7,1,0,70,0,6,100,89.4,2,0,98.8,98.1,70.3,88,91.3,66.8,93.6,94.3,25,0,77.1,188.6,66.7,75,44,110,192,15,2,9,21,3,1
성남,요바노비치,DF,2,190,0,0,0,0,0,0,0,0,0,3,0,0,0,91,0,0,100,96.3,100,90.6,91.2,82.6,94.3,92.2,0,0,100,83.3,100,5,3,13,27,0,0,3,2,1,0
성남,유인수,DF,27,366,0,1,2,1,0,1,0,2,0,1,0,34,25,82.6,2,0,95.2,81.8,75,67.7,93.8,55.6,77.8,86.4,40,0,60,100,100,4,5,22,21,3,2,7,9,0,0
성남,이재원,DF,19,94,0,0,2,0,1,1,1,1,0,0,0,1,0,77.3,0,0,93.3,75,71.4,83.3,79.2,100,76.9,75.9,0,0,100,50,50,0,1,4,6,0,1,4,2,1,0
성남,이창용,DF,4,1692,2,1,7,3,0,4,6,1,0,22,0,6,0,87.7,2,0,99,97.7,66.7,88.6,87.9,65.3,91.2,93.7,25,0,65.2,204.3,70,64,20,88,118,9,2,19,7,4,1
성남,이태희,DF,32,949,0,0,2,1,0,1,1,1,1,14,0,63,33.3,83.1,5,0,98.8,87.2,66.1,79.4,90.1,41.8,81.3,90.1,10.7,0,53.6,53.6,37.5,15,16,39,67,5,4,8,16,0,0
성남,임승겸,DF,40,1393,0,0,5,2,1,2,4,1,3,29,0,8,0,85.4,2,0,98.6,94.7,60.6,86.1,86.8,63.9,89,89.2,0,0,71.4,107.1,37.5,17,24,75,105,6,3,19,8,2,0
성남,최오백,DF,17,149,0,0,1,0,1,0,1,0,3,1,0,1,0,71.2,0,0,87,63.6,46.7,80,81.5,75,33.3,76.2,0,0,0,0,0,2,1,1,11,0,2,1,5,0,0
성남,최지묵,DF,34,521,0,0,1,0,1,0,0,1,0,11,0,34,0,81.5,0,0,100,92.7,72.4,73.2,86.6,46.8,77.6,89.2,0,0,81.8,45.5,16.7,9,7,22,30,4,2,8,8,2,0
성남,권순형,MF,7,478,1,0,7,2,2,3,1,6,0,16,7,0,0,88.1,2,0,98.4,91.5,68.2,89.5,91,61.5,87.1,91.5,11.1,0,64.7,58.8,75,8,19,21,54,1,0,4,7,0,0
성남,김동현,MF,14,1864,0,2,15,1,4,10,1,14,0,40,28,1,33.3,79.6,17,0,97.8,87.4,60.3,82.2,83.9,46.6,83.3,86.6,16.4,0,62.7,59.7,56,57,37,120,183,8,6,39,29,5,0
성남,나상호,MF,23,1000,5,0,34,13,12,9,18,16,0,8,4,4,12.5,77.3,6,0,93.5,64.6,73.2,75,81.4,56.2,70.4,80.6,4.8,1,38.9,11.1,0,3,7,15,52,2,10,9,20,1,0
성남,박수일,MF,3,552,0,0,5,0,1,4,1,4,1,0,0,9,0,83.9,2,0,97.4,78.3,72.1,78.8,92.3,57.1,73.5,91.2,0,0,36.7,23.3,30,5,7,18,38,2,2,10,7,2,1
성남,박태준,MF,28,1395,2,0,14,5,6,3,2,12,0,5,0,6,66.7,84.7,16,0,99,87.1,81,79.8,87.3,83.3,85.5,84.4,53.8,0,50,25,25,10,27,53,120,7,10,16,35,0,0
성남,서보민,MF,11,95,0,1,1,1,0,0,0,1,0,5,0,11,0,72.3,1,0,100,66.7,66.7,54.5,81.8,50,66.7,84.8,50,0,0,0,0,4,0,3,5,0,0,0,2,0,0
성남,연제운,MF,20,96,0,0,0,0,0,0,0,0,0,3,0,0,0,80,0,0,100,100,0,75,100,75,90.9,75,0,0,100,0,0,5,3,2,6,1,0,0,2,0,0
성남,유인수,MF,27,1266,2,2,20,6,6,8,10,10,3,1,0,121,66.7,76.4,9,0,93.9,79.4,73.1,74.3,80.7,54.8,67,81.1,16,0,51.6,67.7,46.2,20,25,56,102,5,9,19,16,2,0
성남,이스칸데로프,MF,16,1219,0,1,12,2,3,7,0,12,0,32,17,12,0,75,10,0,96.5,86,56.2,77.5,79.1,43.9,73,85.3,22.5,0,41.2,26.5,0,12,19,50,109,1,6,7,5,0,0
성남,이재원,MF,19,760,1,0,9,4,2,3,3,6,0,2,0,6,0,81.9,3,0,94.9,86.6,87,78.8,80.3,69.6,78.7,84.7,40,1,45.9,21.6,66.7,12,12,42,52,2,6,17,18,2,0
성남,이태희,MF,32,1513,0,2,4,2,2,0,2,2,1,13,0,113,75,78.2,15,0,96.8,82.2,69.5,79.1,82.6,45.7,80,83.7,23.4,2,52.4,59.5,55.6,31,24,71,120,1,9,16,25,0,0
성남,임선영,MF,5,341,0,0,3,0,1,2,2,1,2,0,1,0,25,75.2,0,0,94.9,81.1,68.2,50,82.6,57.1,71,80.3,40,0,35.7,35.7,0,7,6,17,17,1,3,2,5,0,0
성남,전승민,MF,30,72,0,0,1,0,1,0,1,0,0,1,0,0,0,92.5,1,0,100,100,100,100,89.7,100,95.8,88.5,0,0,100,0,0,2,1,4,11,0,3,0,1,0,0
성남,최병찬,MF,33,131,0,0,1,0,0,1,1,0,1,0,1,0,50,75,0,0,85,100,72.2,75,78.6,0,80,73.1,0,0,60,20,100,2,0,9,6,0,0,5,5,0,0
성남,최오백,MF,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,100,100,100,0,100,100,0,0,50,50,0,0,0,3,2,0,0,0,1,0,0
성남,최지묵,MF,34,280,0,0,0,0,0,0,0,0,0,2,0,7,0,86.4,0,0,100,100,60,79.4,89.6,33.3,95.9,92,0,0,33.3,133.3,100,8,4,15,15,0,1,2,4,0,0
성남,김현성,FW,9,735,0,0,11,5,3,3,3,8,0,1,0,0,0,70.4,4,0,88.3,72.9,73.7,75,67.6,20,69.2,72.5,100,0,18.2,218.2,0,5,6,11,21,0,11,11,16,3,0
성남,나상호,FW,23,554,2,0,15,8,4,3,8,7,2,2,9,0,0,70.6,4,0,93.1,63.3,67.9,60,76.6,40,66.7,73.5,20,0,6.7,26.7,0,2,1,17,26,2,5,6,13,0,0
성남,양동현,FW,18,954,3,0,23,7,4,12,14,9,4,1,0,0,0,75.7,8,0,90.3,75.3,74.7,77.8,76.1,92.3,73.2,75.3,60,1,25,237.5,40,7,5,21,36,4,12,15,15,0,0
성남,유인수,FW,27,97,0,0,0,0,0,0,0,0,0,0,0,2,0,81,0,0,100,100,100,62.5,80,0,100,80,0,0,33.3,16.7,100,1,3,9,3,0,0,3,1,0,0
성남,윤용호,FW,22,64,0,0,0,0,0,0,0,0,0,1,1,0,100,83.9,2,0,93.3,85.2,75,83.3,87.5,50,80,89.2,33.3,0,37.5,0,0,0,0,4,6,0,0,1,1,0,0
성남,이스칸데로프,FW,16,188,0,0,1,0,1,0,0,1,0,4,5,3,0,78.5,1,0,100,81.2,61.1,76.2,84.3,38.9,86.4,81.1,0,0,50,25,0,0,6,8,24,0,2,2,0,0,0
성남,이재원,FW,19,189,0,0,1,1,0,0,0,1,2,0,0,1,0,73.1,1,0,100,70.6,76.5,88.9,65.4,85.7,53.3,80,0,0,57.1,14.3,0,1,2,7,18,0,2,4,4,0,0
성남,임선영,FW,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,61.5,0,0,100,66.7,0,66.7,66.7,0,0,66.7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
성남,최병찬,FW,33,80,0,0,0,0,0,0,0,0,0,0,0,0,0,88.2,0,0,100,80,75,100,87.5,100,80,89.3,0,1,80,0,0,1,0,3,6,0,1,1,1,0,0
성남,최오백,FW,17,181,0,0,2,1,0,1,2,0,1,0,1,5,0,82.3,1,0,100,79.2,68,57.1,100,66.7,66.7,88.6,14.3,0,16.7,0,0,0,1,3,11,0,1,0,6,0,0
성남,토미,FW,10,219,2,0,12,7,1,4,9,3,0,2,2,1,0,84.4,0,0,100,66.7,66.7,100,94.1,0,80,90.5,0,0,33.3,50,0,0,0,2,5,1,4,0,1,0,0
성남,홍시후,FW,37,416,1,1,9,5,2,2,8,1,1,0,0,2,50,75.8,5,0,89.8,58.8,71.4,75,79.6,50,85.7,74.7,16.7,0,31.2,25,0,0,4,7,22,0,3,7,10,0,0
성남,권순형,대기,7,33,0,0,0,0,0,0,0,0,0,5,0,0,0,91.1,0,0,100,93.8,57.1,100,96.8,85.7,94.7,89.5,0,0,0,0,0,0,0,4,4,0,0,0,2,0,0
성남,김근배,대기,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성남,김동현,대기,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성남,김영광,대기,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성남,김현성,대기,9,230,0,1,4,0,0,4,4,0,0,0,0,0,0,63.3,4,0,75,70.8,67.7,50,60,50,62.5,65,0,0,40,380,0,2,3,2,9,0,3,6,8,0,0
성남,나상호,대기,23,46,0,0,0,0,0,0,0,0,1,0,0,0,0,33.3,0,0,66.7,0,33.3,100,0,0,0,33.3,0,0,50,0,0,0,1,1,3,0,1,2,2,1,0
성남,마상훈,대기,35,78,0,0,0,0,0,0,0,0,0,1,0,0,0,81,0,0,100,100,0,88.9,75,75,100,66.7,0,0,100,600,0,4,0,11,8,1,0,2,2,1,0
성남,박수일,대기,3,38,0,0,1,0,0,1,0,1,1,0,0,0,100,80,0,0,100,66.7,0,100,66.7,0,0,80,0,0,50,0,0,0,2,1,1,0,1,1,1,0,0
성남,박태준,대기,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성남,서보민,대기,11,172,0,0,4,0,2,2,2,2,0,0,0,9,0,68.2,0,0,100,63,63.6,62.5,72.2,40,66.7,73.5,14.3,0,33.3,33.3,100,4,1,6,10,0,0,0,0,0,0
성남,안영규,대기,6,190,0,0,1,0,0,1,1,0,0,2,0,7,0,82.2,0,0,100,93.3,70,85.7,83.7,50,77.8,91.1,50,0,66.7,266.7,100,9,4,16,9,2,1,2,1,0,0
성남,양동현,대기,18,338,0,0,9,4,2,3,7,2,2,0,0,2,0,74.4,4,0,91.7,69.8,65.9,83.3,79.1,50,79.3,73.8,0,0,42.9,257.1,50,1,4,5,16,1,4,4,8,0,0
성남,요바노비치,대기,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성남,유인수,대기,27,36,0,0,0,0,0,0,0,0,0,0,0,2,0,70,0,0,100,50,50,0,85.7,0,50,83.3,0,0,50,50,0,2,3,4,0,0,1,0,0,0,0
성남,윤용호,대기,22,157,0,0,2,0,0,2,0,2,0,5,4,1,0,79.3,2,0,100,76.3,71.4,100,82.7,37.5,73.8,92.9,11.1,1,55.6,0,25,1,3,4,10,0,3,7,2,0,0
성남,이스칸데로프,대기,16,204,0,1,2,0,1,1,0,2,0,12,8,0,0,72.9,6,0,87.5,87.5,67.5,47.6,83.8,48.1,72.5,83.9,41.2,0,44.4,22.2,0,3,2,3,18,0,1,0,4,0,0
성남,이재원,대기,19,62,0,0,0,0,0,0,0,0,0,0,0,1,0,78.9,0,0,88.9,100,71.4,66.7,88.9,33.3,100,83.3,50,1,40,0,0,0,3,1,6,0,0,2,2,0,0
성남,이창용,대기,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,91.7,0,0,100,100,33.3,100,100,0,87.5,93.8,0,0,100,0,100,1,1,0,1,0,0,0,1,0,0
성남,이태희,대기,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성남,임선영,대기,5,41,0,0,1,1,0,0,0,1,0,0,0,0,0,81,0,0,100,83.3,60,100,84.6,0,83.3,85.7,0,0,0,200,0,0,3,0,3,0,0,0,0,0,0
성남,임승겸,대기,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7,33.3,0,2,1,4,0,0,0,1,0,0,0
성남,전승민,대기,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성남,전종혁,대기,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성남,최병찬,대기,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
성남,최오백,대기,17,86,0,0,1,0,0,1,1,0,0,0,1,2,0,85.4,3,0,92.9,82.4,81.5,100,91.7,50,72.7,92.9,50,0,100,0,0,2,0,2,5,0,1,1,0,0,0
성남,최지묵,대기,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성남,최희원,대기,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성남,토미,대기,10,244,1,0,9,3,4,2,6,3,1,4,8,0,50,66.7,6,0,100,52.2,62.2,33.3,78.3,14.3,58.8,79.5,18.2,0,66.7,33.3,0,3,1,5,12,0,1,5,0,0,0
성남,허자웅,대기,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성남,홍시후,대기,37,240,0,0,3,1,1,1,3,0,0,0,0,0,42.9,82.5,1,0,92.9,68.2,74.4,100,100,50,93.8,79.5,0,0,9.1,45.5,50,0,1,2,12,0,3,3,6,0,0
서울,양한빈,GK,21,1533,0,0,0,0,0,0,0,0,0,61,0,0,0,70,0,0,0,99.2,0,70,66.7,48.2,99.3,100,0,0,0,0,25,12,5,7,103,0,0,2,7,1,1
서울,유상훈,GK,1,1053,0,0,0,0,0,0,0,0,0,38,0,1,0,51.5,0,0,0,100,0,51.7,0,34,97.6,100,0,0,0,0,50,10,5,8,56,0,0,1,3,0,0
서울,강상희,DF,28,187,0,0,0,0,0,0,0,0,0,0,0,16,0,82.5,0,0,100,94.6,75,77.3,84.5,45.5,84.6,89.4,0,0,0,100,0,5,3,7,14,2,1,3,2,1,0
서울,고광민,DF,27,1340,0,1,1,0,0,1,0,1,0,8,0,100,33.3,82.8,6,0,98.6,87.4,73.6,80.8,87,48.4,79.8,89.5,8.1,1,55.9,26.5,20,14,22,62,79,3,5,20,9,2,0
서울,김남춘,DF,4,1810,0,0,3,0,0,3,3,0,0,16,0,0,0,89.8,2,0,100,98.2,57.1,88,91.9,77.2,93.2,90.7,0,0,81.8,215.2,63.6,72,45,123,144,9,4,21,6,5,0
서울,김원식,DF,15,143,0,0,0,0,0,0,0,0,0,1,0,7,0,81.5,1,0,100,94.7,80,63.6,88.9,50,80,94.6,0,0,50,250,33.3,1,1,7,10,1,0,2,2,0,0
서울,김주성,DF,6,1130,0,0,3,1,0,2,1,2,1,15,0,40,0,85,0,0,97,93.9,66.7,83.8,88.2,47.1,85.3,90.1,0,0,57.7,73.1,75,21,13,63,91,3,1,17,10,2,0
서울,김진야,DF,17,194,0,0,2,1,1,0,1,1,0,0,0,19,0,84,2,0,100,86.7,81.6,80,88.2,66.7,83.3,85.5,40,0,33.3,66.7,0,3,5,5,18,0,2,1,2,0,0
서울,윤영선,DF,22,819,0,0,3,1,0,2,3,0,0,12,0,3,0,90.3,2,0,100,98.2,71.4,89.1,91.8,70,94.8,92.1,0,0,90,340,54.5,24,10,53,62,5,0,17,2,3,0
