팀,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효 슈팅,차단된슈팅,벗어난슈팅,PA내 슈팅,PA외 슈팅,오프사이드,프리킥,코너킥,스로인,드리블성공률,패스성공률,키패스,전방패스성공률,후방패스성공률,횡패스성공률,공격지역패스성공률,수비지역패스성공률,중앙지역패스성공률,롱패스성공률,중거리패스성공률,숏패스성공률,크로스성공률,탈압박,경합지상성공률,경합공중성공률,대클성공률,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장
서울,윤종규,DF,23,1537,0,0,7,2,2,3,1,6,0,10,0,134,33.3,80.5,10,0,97.3,81.7,72.5,74.3,87.5,53.1,77.8,86.2,17.9,0,47.5,8.5,35.7,24,33,55,136,3,11,12,11,1,0
서울,정현철,DF,24,94,0,0,0,0,0,0,0,0,0,2,0,0,0,84.4,0,0,100,97.1,50,88,83.8,44.4,91.4,90,100,0,0,0,100,1,6,9,6,1,0,1,1,0,0
서울,황현수,DF,2,1753,1,0,7,2,0,5,6,1,0,30,0,41,0,84,4,0,94.6,95,68.4,84.4,85.3,66.1,88.5,87.2,20,0,72.2,316.7,42.9,40,36,84,156,7,1,18,6,3,0
서울,고광민,MF,27,737,1,0,4,3,1,0,2,2,0,1,0,26,22.2,78.2,5,0,93.3,76.9,79.2,72.1,79.5,33.3,81,83.5,25,0,50,20,100,7,11,28,29,2,2,11,1,0,0
서울,고요한,MF,13,342,0,0,3,0,1,2,2,1,0,0,0,7,0,80.6,0,0,97.8,80,78.4,75,83.3,60,74.3,85.1,0,1,25,50,50,2,3,3,27,1,6,6,6,0,0
서울,김원식,MF,15,1107,1,0,7,3,2,2,2,5,0,11,0,0,0,89,3,0,99,95.7,79.4,80.2,92,77.8,90.8,90.4,16.7,1,66.7,47.6,61.1,15,32,41,108,7,4,23,15,3,0
서울,김진야,MF,17,1017,0,1,7,1,2,4,4,3,2,2,0,32,8.3,72.6,7,0,94.6,68.9,69.7,59.1,82,28.6,64.8,77.5,30.8,0,36.4,3,80,11,12,38,62,2,5,10,10,0,0
서울,김한길,MF,14,211,0,0,1,1,0,0,0,1,0,3,0,11,33.3,78.2,1,0,96.6,83.3,88.9,78.6,73.3,37.5,61.9,87.5,50,0,50,350,100,1,1,16,14,0,1,0,5,0,0
서울,알리바예프,MF,9,561,0,0,8,2,3,3,1,7,0,2,0,2,66.7,82.1,3,0,90.9,90.3,76,67.7,89.1,60,81.8,85,0,3,62.9,17.1,40,4,10,40,58,1,1,8,5,2,0
서울,양유민,MF,35,137,0,0,1,0,0,1,0,1,0,2,1,5,0,70.1,1,0,87.5,80,62.5,75,73,28.6,72.2,75,33.3,0,46.2,23.1,20,0,4,10,13,0,1,2,0,0,0
서울,오스마르,MF,5,1282,1,1,18,5,5,8,6,12,0,21,0,7,0,84.2,13,0,95.6,94.8,76.2,82.9,86.3,72.2,89.4,83.9,30,1,71.2,96.2,50,23,45,80,140,4,3,16,11,4,0
서울,윤종규,MF,23,94,0,0,0,0,0,0,0,0,0,1,0,7,0,81.1,1,0,100,87,77.8,77.8,84.6,60,69.2,88.6,0,0,100,0,0,0,1,5,8,0,0,1,0,0,0
서울,정한민,MF,37,687,2,0,12,3,5,4,7,5,1,0,0,0,50,78.6,5,0,92.9,71.7,76.8,68.8,83.6,40,73.9,81.2,14.3,0,53.7,17.1,60,3,12,20,27,0,8,4,6,1,0
서울,정현철,MF,24,803,0,1,2,0,0,2,1,1,0,4,0,2,0,86.8,4,0,96.8,93.2,84.8,83.6,87.9,61.5,86.9,89.1,0,0,66.7,133.3,41.7,4,14,42,50,3,4,17,4,1,0
서울,조영욱,MF,11,865,0,0,14,2,4,8,10,4,2,0,0,3,22.2,74.8,10,0,92.1,63.9,67.8,88.2,83.7,14.3,75.8,76.8,17.2,1,35.7,35.7,50,3,6,27,57,0,9,6,19,1,0
서울,주세종,MF,16,926,0,0,3,3,0,0,1,2,0,27,26,1,33.3,82.8,9,0,98.2,87.8,62.7,87.6,88.2,64.2,85.7,89.3,25,2,35,17.5,63.6,9,13,33,82,2,4,17,12,4,0
서울,한승규,MF,66,1647,3,2,32,15,8,9,12,20,3,19,25,2,18.2,82.2,15,0,92.6,81.2,74.9,80.6,87.4,68.8,78.9,86.2,32.6,4,44.8,14.9,40,4,33,30,120,0,14,22,22,3,0
서울,한찬희,MF,25,558,1,0,14,2,4,8,4,10,1,6,6,0,50,77.2,5,0,93.7,88.1,60.8,73.3,83.7,54.8,77.4,82.6,30.8,0,61.9,23.8,85.7,7,8,32,57,0,4,8,2,0,0
서울,고요한,FW,13,312,0,0,6,2,1,3,3,3,1,0,0,1,0,84.8,2,0,100,79.1,76.5,100,88.2,71.4,75,88.4,0,0,55.6,22.2,66.7,0,1,11,13,0,5,9,8,2,0
서울,김진야,FW,17,175,0,1,0,0,0,0,0,0,0,0,0,1,33.3,68,4,0,93.8,53.8,59.4,83.3,83.3,33.3,55.6,73.7,0,0,0,33.3,0,1,2,6,9,0,0,3,1,0,0
서울,박동진,FW,50,74,1,0,2,2,0,0,0,2,1,0,0,0,50,47.1,0,0,100,40,50,0,44.4,0,0,53.3,0,0,25,100,0,1,0,0,0,0,1,0,1,0,0
서울,박주영,FW,10,1437,2,2,27,9,9,9,14,13,9,51,55,6,0,65.6,29,0,91.3,59.6,57.2,53.3,77.2,43.4,46.9,78.5,25.3,0,53.7,168.3,50,9,11,13,62,0,8,12,27,0,0
서울,아드리아노,FW,7,194,0,0,5,1,2,2,5,0,1,1,0,0,0,75.7,2,0,87.5,78.6,82.4,0,70,100,66.7,76.7,0,0,14.3,28.6,0,0,0,2,6,0,2,2,5,0,0
서울,윤주태,FW,19,702,2,1,22,7,5,10,11,11,2,1,0,1,0,80.5,4,0,90.7,77.6,79.5,75,81.2,83.3,77.8,81.2,0,0,23.5,52.9,0,3,3,9,23,0,8,8,12,0,0
서울,정한민,FW,37,63,0,0,0,0,0,0,0,0,0,0,0,0,0,90.9,0,0,100,75,85.7,0,100,100,100,87.5,0,0,33.3,0,0,1,0,8,1,0,0,1,0,0,0
서울,조영욱,FW,11,604,2,1,19,8,6,5,12,7,6,0,0,1,40,70.3,4,0,91.7,64.8,64.6,100,75.4,50,64,72.7,9.1,0,22.2,66.7,0,1,1,11,15,0,2,7,14,0,0
서울,강상희,대기,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,100,100,100,0,0,100,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
서울,고광민,대기,27,40,0,0,0,0,0,0,0,0,0,0,0,1,0,53.8,0,0,100,0,80,0,75,0,0,70,0,0,100,0,0,0,0,1,5,0,0,1,0,0,0
서울,고요한,대기,13,192,0,0,1,0,0,1,1,0,1,2,0,14,20,82.6,1,0,95.2,88.4,75,62.5,93,50,78.6,88,20,0,12.5,12.5,0,1,2,3,12,0,4,0,3,0,0
서울,권성윤,대기,36,70,0,0,0,0,0,0,0,0,1,0,0,0,0,88.5,0,0,100,80,91.7,66.7,90.9,100,100,83.3,100,1,33.3,50,0,1,1,3,3,0,0,1,3,0,0
서울,기성용,대기,8,144,0,0,3,0,2,1,0,3,0,4,0,0,0,91.8,0,0,92.9,100,83.3,100,93.2,80,92.6,95.3,33.3,1,66.7,33.3,100,1,1,3,9,0,0,3,4,0,0
서울,김남춘,대기,4,66,0,0,1,1,0,0,0,1,0,0,0,0,0,86.7,0,0,50,100,0,100,81.8,100,85.7,83.3,0,0,0,0,0,1,0,3,6,0,1,2,0,1,0
서울,김원균,대기,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,김원식,대기,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,100,0,100,83.3,100,100,66.7,0,0,50,50,0,4,1,2,5,0,0,0,0,0,0
서울,김주성,대기,6,51,0,0,0,0,0,0,0,0,0,2,0,0,0,91.9,0,0,100,94.7,100,85.7,95.5,75,95,92.3,0,0,0,0,100,1,4,2,4,2,0,1,1,0,0
서울,김진야,대기,17,212,0,1,1,0,0,1,0,1,1,0,0,4,28.6,67.2,0,0,93.3,54.2,56.7,71.4,81,66.7,53.3,73,0,0,62.5,12.5,0,2,2,6,14,0,1,6,5,1,0
서울,김한길,대기,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0,100,100,100,0,0,0,100,100,0,0,100,0,0,0,0,1,0,0,0,0,1,0,0
서울,박동진,대기,50,60,0,0,2,1,0,1,1,1,0,0,0,0,0,77.3,1,0,87.5,100,80,0,71.4,0,85.7,73.3,0,0,0,200,0,1,0,2,6,0,0,3,2,1,0
서울,박주영,대기,10,262,2,0,3,2,0,1,1,2,1,4,5,2,0,63.3,2,0,91.3,55.6,50,0,76.9,40,27.8,76.8,12.5,0,50,1150,0,3,2,3,3,0,2,4,4,0,0
서울,백종범,대기,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,아드리아노,대기,7,59,0,0,2,1,0,1,0,2,0,0,0,0,0,85.7,0,0,100,75,75,0,100,0,66.7,90.9,0,0,0,0,0,0,0,1,3,0,1,2,0,0,0
서울,알리바예프,대기,9,145,0,0,1,0,1,0,1,0,0,2,0,1,66.7,80,1,0,100,80,69,66.7,89.8,46.7,91.7,84.3,0,0,66.7,0,0,2,6,2,12,0,1,2,2,0,0
서울,양유민,대기,35,41,0,0,1,0,1,0,1,0,0,0,0,2,0,73.3,1,0,100,100,87.5,50,60,0,100,72.7,100,0,100,300,75,1,0,8,3,0,0,3,0,0,0
서울,양한빈,대기,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,오스마르,대기,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7,0,0,100,75,0,50,83.3,0,50,71.4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
서울,유상훈,대기,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,윤종규,대기,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,윤주태,대기,19,212,1,0,15,8,5,2,9,6,0,0,0,1,50,76.1,1,0,95.8,78.6,71.1,50,87.5,75,76.9,75.9,20,0,14.3,14.3,50,0,1,6,12,0,3,5,3,1,0
서울,이승재,대기,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,100,0,0,0,0,100,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
서울,이인규,대기,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,정한민,대기,37,31,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4,1,0,100,50,66.7,100,50,0,0,83.3,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0
서울,정현철,대기,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,조석영,대기,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,100,0,25,0,100,0,100,33.3,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0
서울,조영욱,대기,11,104,1,0,1,1,0,0,1,0,0,0,0,0,0,79.2,3,0,80,88.9,76.5,0,85.7,0,83.3,77.8,0,0,20,60,0,1,3,8,2,0,2,2,2,1,0
서울,주세종,대기,16,141,0,1,2,0,0,2,0,2,0,3,3,0,0,83.2,5,0,100,93.5,76.5,87.5,85.5,64.5,81.1,94.7,36.4,0,40,40,100,4,2,6,19,1,3,4,3,0,0
서울,차오연,대기,20,74,0,0,0,0,0,0,0,0,0,2,0,0,0,93.9,0,0,100,100,100,100,92.3,80,95,100,0,0,0,0,0,0,1,7,4,1,0,3,1,1,0
서울,페시치,대기,72,22,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7,0,0,0,100,100,0,50,0,50,100,0,0,0,300,0,0,0,0,0,0,1,0,1,0,0
서울,한승규,대기,66,126,0,0,4,1,3,0,2,2,0,0,1,0,0,87.5,1,0,95,90.9,80,100,90.9,72.7,95.8,86.5,0,0,50,12.5,0,0,0,3,15,0,1,3,2,0,0
서울,한찬희,대기,25,105,0,0,6,2,2,2,0,6,0,2,0,1,0,85.5,1,0,100,97.1,78.6,66.7,90,50,95.5,88.2,0,0,60,40,0,0,5,6,12,0,0,2,3,0,0
서울,황현수,대기,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구,구성윤,GK,52,1643,0,1,0,0,0,0,0,0,0,40,0,0,0,60.8,1,0,0,100,0,60.6,75,42.7,98.7,100,0,0,0,0,0,11,2,5,90,0,2,0,2,1,0
대구,최영은,GK,1,958,0,0,0,0,0,0,0,0,0,9,0,0,0,64,0,0,100,100,100,63.7,100,46,98.2,100,0,0,100,0,66.7,3,5,4,59,0,0,1,3,1,0
대구,김동진,DF,22,190,1,0,2,1,0,1,1,1,0,1,0,10,0,80.4,2,0,100,89.7,61.5,82.9,83.7,60,82.8,84.9,33.3,0,85.7,28.6,50,6,6,10,15,1,0,2,0,1,0
대구,김우석,DF,3,2325,0,0,5,0,1,4,2,3,0,31,0,31,100,83.9,3,0,98.5,90.9,68.4,81.8,86.6,54.2,88.9,88.7,19,1,70.5,85.2,54.5,54,38,145,189,4,6,23,23,5,0
대구,김재우,DF,6,767,0,0,1,0,0,1,1,0,1,5,0,2,0,88.3,0,0,91.7,97.9,60,82.5,93.4,74,91.7,90,0,0,77.8,177.8,20,25,8,42,51,6,2,6,2,3,0
대구,정태욱,DF,4,2569,1,0,16,3,2,11,13,3,0,42,0,3,50,86.6,3,0,98.5,94.8,66.2,86.7,89.2,69.9,91.5,86.3,33.3,0,78.6,212.5,40,102,58,166,227,17,9,37,18,3,0
대구,조진우,DF,66,1483,0,0,5,0,1,4,4,1,0,9,0,9,0,88,1,0,97.1,95.4,75,85.8,90.4,78.8,88.3,90.3,0,0,82.8,193.1,62.5,49,23,105,109,12,1,14,2,5,0
대구,홍정운,DF,5,295,0,0,3,1,1,1,3,0,0,9,0,2,0,84.2,0,0,100,93,50,90.2,83.2,58.6,90.3,89.6,0,0,66.7,111.1,66.7,6,5,16,33,1,0,7,1,2,0
대구,김동진,MF,22,455,0,0,0,0,0,0,0,0,0,2,0,30,0,84.4,1,0,94.5,80.2,78.5,88.2,87.5,40,73.2,92.9,7.1,0,57.9,42.1,60,5,6,18,25,1,0,6,8,0,0
대구,김선민,MF,8,1204,0,0,4,2,1,1,1,3,1,4,0,2,100,91.8,2,0,100,97,90.7,80,94.8,83.1,93.8,92.7,0,0,75.6,15.6,33.3,14,24,85,113,3,7,41,7,2,1
대구,김재우,MF,6,95,0,0,0,0,0,0,0,0,1,0,0,5,0,76.3,0,0,100,75,50,55.6,95.2,40,82.4,81.2,0,0,100,40,50,1,1,6,6,0,0,2,0,1,0
대구,류재문,MF,29,1212,2,0,18,5,3,10,11,7,1,2,1,1,50,87.3,4,0,98,95.1,79.7,84.5,89.8,77.6,90.3,87.3,33.3,0,48.9,37.8,22.2,13,24,47,88,2,5,23,15,3,0
대구,박한빈,MF,45,731,1,1,12,3,5,4,5,7,0,0,0,2,20,82.2,7,0,94.9,81.7,73.6,73.2,87.7,56.2,79.1,87.6,0,2,52.4,14.3,71.4,2,10,35,44,1,9,21,10,2,0
대구,신창무,MF,7,1086,0,0,7,3,1,3,2,5,1,12,0,79,60,72.7,6,0,96.7,68.1,60.2,70.2,80,32.1,71.1,81,11.6,1,61.1,41.7,60,21,13,61,75,1,10,20,7,3,0
대구,윤종태,MF,30,101,0,0,1,0,0,1,0,1,0,0,0,0,0,80,0,0,100,72.7,50,100,81.5,0,88.9,76.9,0,0,28.6,7.1,0,0,1,5,7,0,1,4,1,0,0
대구,이진현,MF,77,238,0,0,2,1,1,0,1,1,0,4,5,0,66.7,81.1,5,0,97.1,81.2,66.7,90.9,86,69,80,86.5,18.2,0,38.9,16.7,33.3,1,3,12,17,1,0,4,3,1,0
대구,정승원,MF,18,2244,0,7,19,3,9,7,5,14,1,21,0,205,21.4,73.8,25,0,97.2,76.3,69.2,65.7,80.6,48,68.4,79.9,22.3,0,57.1,19.5,40.9,26,40,90,201,7,17,28,25,5,0
대구,츠바사,MF,44,1636,0,3,9,2,1,6,5,4,1,8,0,4,40,81,16,0,96.6,84,68.6,82.7,85.5,67.2,83.9,81.4,4.5,0,55.4,32.1,50,7,38,70,159,0,9,22,25,2,0
대구,황순민,MF,20,709,0,0,6,1,2,3,2,4,1,2,2,69,25,81.3,2,0,98.3,81.4,66.7,76.9,88.3,61.1,71.3,88.2,13,0,35.3,17.6,33.3,10,10,25,72,0,4,9,5,0,0
대구,황태현,MF,2,86,0,0,1,0,1,0,0,1,0,0,0,9,0,70,1,0,100,66.7,63.6,50,76.9,71.4,46.2,80,33.3,0,40,20,0,1,1,6,5,0,0,2,1,0,0
대구,고재현,FW,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,66.7,33.3,0,100,0,0,50,0,0,25,0,0,0,1,1,0,0,1,3,1,0,0
대구,김대원1,FW,14,1682,3,3,38,9,18,11,18,20,3,11,19,5,33.3,69.5,27,0,92.6,65.4,64.7,51,79.9,52.1,60.9,76.1,25.8,1,37.3,3.9,0,7,22,36,88,0,18,12,10,2,0
대구,데얀,FW,27,1029,7,3,32,17,9,6,22,10,5,1,0,1,0,75.5,8,0,94.4,80.5,74.7,73.3,76.2,58.3,60,80.5,33.3,0,33.3,138.9,50,10,6,16,37,0,13,9,4,0,0
대구,세징야,FW,11,2350,18,4,100,36,26,38,41,59,7,84,93,12,26.9,77.9,71,0,94.9,75.6,66.4,84.1,87.5,62.4,78.2,83.3,29.2,3,32.8,11.5,0,12,18,34,118,1,26,26,56,2,0
대구,신창무,FW,7,47,0,0,1,0,0,1,1,0,0,0,0,0,0,71.4,1,0,80,75,25,0,90,100,66.7,71.4,0,0,50,50,0,0,0,2,5,0,1,1,0,0,0
대구,에드가,FW,9,1036,3,2,43,12,8,23,41,2,9,0,0,0,66.7,69.9,14,0,88.9,72.2,66.9,50,73.3,60.9,69.1,71,18.2,2,41.9,264.5,0,10,2,14,40,1,13,27,21,2,0
대구,이진현,FW,77,94,0,0,0,0,0,0,0,0,0,1,1,0,0,61.8,2,0,100,63.2,30.8,50,88.2,33.3,70,61.9,22.2,0,0,133.3,0,1,1,3,7,0,1,2,2,0,0
대구,고태규,대기,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구,구성윤,대기,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구,김대원1,대기,14,247,0,1,7,4,2,1,3,4,0,0,0,1,0,83.2,6,0,95.5,84.2,80.6,60,87.9,60,91.9,82.1,16.7,1,37.5,0,0,1,5,7,13,0,2,3,1,0,0
대구,김동진,대기,22,99,0,0,0,0,0,0,0,0,1,0,0,4,0,84.6,0,0,100,87.5,68.8,83.3,100,66.7,80,87.1,25,0,0,50,0,0,1,3,3,0,1,4,1,1,0
대구,김선민,대기,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,95.2,0,0,100,100,100,80,100,80,100,100,0,0,100,0,33.3,0,4,1,3,0,0,1,0,0,0
대구,김우석,대기,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구,김재우,대기,6,115,0,0,0,0,0,0,0,0,0,2,0,0,0,90.6,0,0,100,100,0,87.5,93.8,80,100,88.9,0,0,100,100,66.7,6,1,8,7,4,1,1,0,0,0
대구,데얀,대기,27,374,2,0,18,8,7,3,13,5,4,1,0,2,0,81.8,4,0,92.5,72.3,79.1,100,84.3,80,73.7,83.5,0,3,25,41.7,0,3,0,3,9,0,0,2,4,0,0
대구,류재문,대기,29,103,0,0,1,0,1,0,0,1,0,0,0,0,0,81.8,0,0,87.5,100,55.6,80,90,83.3,75,84.6,0,0,0,66.7,0,0,0,5,10,0,0,1,2,0,0
대구,박민서,대기,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구,신창무,대기,7,83,0,0,1,0,1,0,0,1,1,1,2,9,0,72.5,2,0,100,62.5,65.5,100,80,25,72.7,77.8,16.7,0,0,33.3,0,1,0,2,7,0,0,3,1,0,0
대구,에드가,대기,9,143,2,1,11,3,1,7,9,2,1,0,0,0,0,70.4,3,0,100,76.5,66.7,100,72,100,81.8,65.9,50,0,42.9,242.9,0,2,2,1,5,0,5,4,4,1,0
대구,오후성,대기,13,155,0,0,2,1,1,0,0,2,0,0,0,1,0,83.8,2,0,93.3,88.2,70.3,100,97.2,75,77.8,86.5,50,1,42.9,0,0,0,3,3,10,0,1,0,3,0,0
대구,윤종태,대기,30,29,0,0,2,1,1,0,1,1,0,0,0,1,100,83.3,0,0,100,100,66.7,0,100,0,50,100,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0
대구,이준희,대기,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구,이진용,대기,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구,이진현,대기,77,491,1,0,13,5,5,3,6,7,3,2,3,3,0,78.5,5,0,92.3,77.5,60.8,91.7,89.6,68.3,78.3,81.8,22.2,0,45,20,28.6,4,7,19,45,0,4,11,11,2,0
대구,장성원,대기,38,53,0,0,0,0,0,0,0,0,0,0,0,4,0,79.2,1,0,100,50,75,100,80,50,85.7,80,0,0,0,0,0,1,0,3,3,0,0,2,0,0,0
대구,정승원,대기,18,105,0,0,0,0,0,0,0,0,0,1,0,6,0,73.4,2,0,100,68.4,73.1,87.5,70,50,80,75.6,50,0,50,16.7,0,2,5,4,11,0,0,1,2,0,0
대구,정치인,대기,32,40,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7,1,0,100,40,60,0,100,100,66.7,60,0,0,0,50,0,0,0,0,5,0,1,3,0,0,0
대구,조진우,대기,66,19,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7,0,0,0,100,0,100,0,0,100,50,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
대구,최영은,대기,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구,츠바사,대기,44,118,0,0,1,0,0,1,1,0,0,0,0,1,0,83.9,0,0,100,89.7,81.2,88.9,83.8,0,75,87,0,0,50,0,100,1,2,6,7,0,2,0,1,0,0
대구,하명래,대기,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구,황순민,대기,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구,황태현,대기,2,23,0,0,0,0,0,0,0,0,0,0,0,1,0,70,0,0,100,25,62.5,0,100,0,50,75,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
인천,김동헌,GK,31,289,0,0,0,0,0,0,0,0,0,7,0,0,0,35.5,0,0,0,100,0,35.5,0,26.9,100,100,0,0,0,0,0,3,0,1,17,0,0,0,1,0,0
인천,이태희,GK,21,1156,0,0,0,0,0,0,0,0,0,49,0,0,0,43,0,0,0,100,0,43.2,0,31.9,96.2,100,0,0,100,0,0,11,2,6,59,0,1,0,5,2,0
인천,정산,GK,1,1150,0,0,0,0,0,0,0,0,0,36,0,0,0,58.3,0,0,0,97.8,0,58.5,0,36.7,98.5,97.5,0,0,66.7,0,71.4,8,4,12,56,0,0,0,0,0,0
인천,강윤구,DF,16,421,0,0,0,0,0,0,0,0,0,7,1,37,0,78.7,0,0,98.1,85.7,66.7,64.4,88.3,52.6,72.1,87,0,0,37.5,12.5,100,10,5,17,22,1,0,4,5,1,0
인천,김성주,DF,22,96,0,0,0,0,0,0,0,0,0,0,0,5,0,95,1,0,100,100,100,100,91.9,87.5,87.5,100,100,0,100,0,50,0,1,4,4,1,0,1,0,0,0
인천,김연수,DF,23,1463,0,0,1,0,0,1,1,0,0,22,0,3,0,85.1,1,0,96.3,95.6,50,85,86.3,57.8,90.1,86.5,0,0,66.7,196.7,71.4,59,31,94,128,17,3,18,12,2,0
인천,김정호,DF,44,914,0,0,4,0,1,3,3,1,0,13,0,1,0,84.5,6,0,100,95.5,60.9,79.4,89.9,60,89,89.4,0,0,61.5,207.7,40,15,8,41,75,4,6,12,5,4,0
인천,김준엽,DF,17,96,0,1,0,0,0,0,0,0,0,1,0,5,0,74.5,1,0,100,72.2,70.6,71.4,77.8,40,80,77.8,20,0,66.7,0,100,2,1,3,7,1,1,1,1,0,0
인천,문지환,DF,4,671,0,0,3,0,1,2,2,1,0,9,0,1,0,87.2,1,0,88.9,97.7,44.4,86.7,90.6,76.8,91.8,85.6,33.3,0,72.7,200,50,27,11,33,54,7,1,5,5,1,0
인천,박대한,DF,66,98,0,0,1,1,0,0,1,0,0,0,0,9,0,88.4,0,0,100,88.9,75,100,91.8,20,83.3,97.8,0,0,100,0,0,2,0,2,14,0,3,1,0,0,0
인천,양준아,DF,14,1729,0,0,4,3,0,1,3,1,0,41,0,6,0,82.4,1,0,97.6,96.6,63.6,82.1,83.8,46,88.4,90.4,0,0,66.7,325,40,56,25,71,150,9,1,15,4,4,0
